,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Krebseparken 16,6710",2.648.000 kr.,Fourfeldtskolen,467 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 425 dage,170 m²,Ejerudg.: 2.641 kr/md,,5 værelser,Opført 1970,2 toiletter,,,6710,https://www.boligsiden.dk/addresses/0a3f50b9-06ed-32b8-e044-0003ba298018,Grund: 594 m²,
"Haderslevvej 6,6630",995.000 kr.,Skodborg Børnecenter,"1,36 km",6.1,3.7,Villa,Energimærke D,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 47 dage,234 m²,Ejerudg.: 1.649 kr/md,,5 værelser,Opført 1750,1 toilet,,,6630,https://www.boligsiden.dk/addresses/0a3f50b7-4031-32b8-e044-0003ba298018,Grund: 12618 m²,
"Engebækvej 30,7330",1.995.000 kr.,Artium Skole,"5,67 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke B,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 47 dage,198 m²,Ejerudg.: 2.330 kr/md,,4 værelser,Opført 2009,2 toiletter,,,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2314-32b8-e044-0003ba298018,Grund: 51330 m²,
"Nibevej 15A,9530",6.995.000 kr.,Karensmindeskolen,848 m,8,3.8,Villa,Energimærke A2015,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 356 dage,252 m²,Ejerudg.: 3.858 kr/md,,5 værelser,Opført 2020,3 toiletter,,,9530,https://www.boligsiden.dk/addresses/3043f4b9-8517-4058-b904-e85d4324a164,Grund: 2367 m²,
"Floradalen 4,2830",7.495.000 kr.,Virum Skole,670 m,9,3.9,Villa,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 47 dage,100 m²,Ejerudg.: 4.449 kr/md,,4 værelser,Opført 1962,1 toilet,,,2830,https://www.boligsiden.dk/addresses/0a3f50a6-2738-32b8-e044-0003ba298018,Grund: 458 m²,
"Bakkevej 9,9400",1.595.000 kr.,Gl Lindholm Skole,143 m,6.9,3.7,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 47 dage,107 m²,Ejerudg.: 2.115 kr/md,,5 værelser,Opført 1926,1 toilet,,,9400,https://www.boligsiden.dk/addresses/0a3f50c9-bb3c-32b8-e044-0003ba298018,Grund: 561 m²,
"Tylstrupvej 59,9320",4.195.000 kr.,Hjallerup Skole,"6,2 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke A2010,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 47 dage,325 m²,Ejerudg.: 4.797 kr/md,,5 værelser,Opført 1898,2 toiletter,,,9320,https://www.boligsiden.dk/addresses/0a3f50c7-1c68-32b8-e044-0003ba298018,Grund: 65100 m²,
"Bøllingsvej 24,4100",5.750.000 kr.,Valdemarskolen,160 m,6.3,3.7,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 96 dage,165 m²,Ejerudg.: 3.599 kr/md,,5 værelser,Opført 1919,2 toiletter,,,4100,https://www.boligsiden.dk/addresses/0a3f50ae-2ac1-32b8-e044-0003ba298018,Grund: 530 m²,
"Vesterbro 119, 3. tv.,9000",1.495.000 kr.,Skansevejens Skole,"1,02 km",7,3.8,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 47 dage,66 m²,Ejerudg.: 2.872 kr/md,Elevator: Nej,2 værelser,Opført 1933,1 toilet,Altan: Ja,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/0a3f50ca-f6fe-32b8-e044-0003ba298018,,
"Skt. Jørgens Gade 218, 1.,5000",1.445.000 kr.,Risingskolen,845 m,6.6,3.7,Ejerlejlighed,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 47 dage,65 m²,Ejerudg.: 2.123 kr/md,Elevator: Nej,2 værelser,Opført 1930,1 toilet,Altan: Nej,Terrasse: Nej,5000,https://www.boligsiden.dk/addresses/0a3f50b4-b838-32b8-e044-0003ba298018,,
"Eggertsvej 2,5932",845.000 kr.,Humble Skole,732 m,6.1,3.7,Villa/Fritidsbolig,Energimærke C,Mellem,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 47 dage,137 m²,Ejerudg.: 1.687 kr/md,,5 værelser,Opført 1915,1 toilet,,,5932,https://www.boligsiden.dk/addresses/0a3f50b5-bae3-32b8-e044-0003ba298018,Grund: 720 m²,
"Barsebæk 52,4300",2.950.000 kr.,Holbæk 10. klassecenter,354 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 184 dage,156 m²,Ejerudg.: 3.137 kr/md,,5 værelser,Opført 1972,2 toiletter,,,4300,https://www.boligsiden.dk/addresses/0a3f50ad-2b0d-32b8-e044-0003ba298018,Grund: 693 m²,
"Hørmestedvej 309,9870",495.000 kr.,Sindal Skolecenter,"3,59 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,92 m²,Ejerudg.: 1.138 kr/md,,5 værelser,Opført 1952,1 toilet,,,9870,https://www.boligsiden.dk/addresses/0a3f50c9-171b-32b8-e044-0003ba298018,Grund: 1668 m²,
"Klinten 10,8660",995.000 kr.,Virring Skole,"4,94 km",7.1,3.7,Villa,Energimærke D,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 47 dage,153 m²,Ejerudg.: 1.866 kr/md,,5 værelser,Opført 1900,2 toiletter,,,8660,https://www.boligsiden.dk/addresses/0a3f50c2-3148-32b8-e044-0003ba298018,Grund: 885 m²,
"Thoruplund 38,8600",4.295.000 kr.,Voel Skole,741 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2020,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 47 dage,175 m²,Ejerudg.: 3.059 kr/md,,5 værelser,Opført 2023,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/c6d23ff7-9ce6-4a3d-bab2-b35746c4055c,Grund: 794 m²,
"Græsted Hovedgade 51,3230",3.845.000 kr.,Gribskolen  Græsted,664 m,6.5,3.6,Villa,Energimærke E,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 165 dage,203 m²,Ejerudg.: 3.732 kr/md,,6 værelser,Opført 1927,2 toiletter,,,3230,https://www.boligsiden.dk/addresses/0a3f50a8-bbee-32b8-e044-0003ba298018,Grund: 1509 m²,
"Kringelholm 73,3250",4.795.000 kr.,"Gilbjergskolen, Gilleleje",794 m,6.8,3.7,Villa,Energimærke B,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 47 dage,169 m²,Ejerudg.: 3.134 kr/md,,7 værelser,Opført 2008,2 toiletter,,,3250,https://www.boligsiden.dk/addresses/19910d90-1202-41c9-e044-0003ba298018,Grund: 1076 m²,
"Strandvejen 429, st. th.,2930",6.850.000 kr.,Skovshoved Skole,"1,59 km",8.2,3.9,Ejerlejlighed,Energimærke F,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 231 dage,100 m²,Ejerudg.: 5.678 kr/md,Elevator: Nej,3 værelser,Opført 1933,1 toilet,Altan: Nej,Terrasse: Nej,2930,https://www.boligsiden.dk/addresses/0a3f50a4-11b3-32b8-e044-0003ba298018,,
"Byparkvej 6, 2. tv.,2600",2.295.000 kr.,"Glostrup skole, Søndervang",320 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke D,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 47 dage,62 m²,Ejerudg.: 3.434 kr/md,Elevator: Nej,2 værelser,Opført 1975,1 toilet,Altan: Nej,Terrasse: Nej,2600,https://www.boligsiden.dk/addresses/0a3f50a4-aa1a-32b8-e044-0003ba298018,,
"Boskopvej 20,8600",4.795.000 kr.,Dybkærskolen,706 m,7.4,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 124 dage,163 m²,Ejerudg.: 2.569 kr/md,,5 værelser,Opført 1965,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/0a3f50c1-bbd9-32b8-e044-0003ba298018,Grund: 720 m²,
"Munkemarken 74,8620",2.295.000 kr.,Thorning Skole,869 m,6.8,3.6,Landejendom,Energimærke C,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 47 dage,231 m²,Ejerudg.: 1.948 kr/md,,7 værelser,Opført 1922,2 toiletter,,,8620,https://www.boligsiden.dk/addresses/0a3f50c5-2a5d-32b8-e044-0003ba298018,Grund: 36053 m²,
"Bonkesvej 2, 1. tv.,2650",2.045.000 kr.,Holmegårdsskolen,235 m,7.1,3.6,Ejerlejlighed,Energimærke D,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 124 dage,55 m²,Ejerudg.: 3.279 kr/md,Elevator: Nej,2 værelser,Opført 1948,1 toilet,Altan: Nej,Terrasse: Nej,2650,https://www.boligsiden.dk/addresses/0a3f50a5-46db-32b8-e044-0003ba298018,,
"Stigårdsvej 8,2680",6.295.000 kr.,Uglegårdsskolen,632 m,7.8,3.8,Villa,Energimærke D,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 47 dage,95 m²,Ejerudg.: 4.254 kr/md,,2 værelser,Opført 1945,1 toilet,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-6a16-32b8-e044-0003ba298018,Grund: 804 m²,
"Finsensvej 7,9460",1.150.000 kr.,Brovst Skole,251 m,6.8,3.7,Villa,Energimærke D,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 47 dage,90 m²,Ejerudg.: 1.418 kr/md,,5 værelser,Opført 1952,2 toiletter,,,9460,https://www.boligsiden.dk/addresses/0a3f50c6-cc60-32b8-e044-0003ba298018,Grund: 1379 m²,
"Mågevej 15,4293",2.195.000 kr.,Holbergskolen,542 m,6.4,3.5,Villa,Energimærke E,Meget høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 47 dage,191 m²,Ejerudg.: 1.903 kr/md,,6 værelser,Opført 1975,2 toiletter,,,4293,https://www.boligsiden.dk/addresses/0a3f50ac-a520-32b8-e044-0003ba298018,Grund: 1118 m²,
"Katrinevænget 35,8800",3.295.000 kr.,Vestervang Skole,833 m,6.9,3.7,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 47 dage,159 m²,Ejerudg.: 2.529 kr/md,,5 værelser,Opført 2004,2 toiletter,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-743f-32b8-e044-0003ba298018,Grund: 807 m²,
"Korsvang 10,5610",1.195.000 kr.,Peter Willemoesskolen,308 m,6.6,3.6,Villa,Energimærke D,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 47 dage,97 m²,Ejerudg.: 1.266 kr/md,,4 værelser,Opført 1969,1 toilet,,,5610,https://www.boligsiden.dk/addresses/0a3f50b2-4991-32b8-e044-0003ba298018,Grund: 738 m²,
"Fabrikvej 19,8700",1.650.000 kr.,Horsens Byskole,603 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Ukendt,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 47 dage,134 m²,Ejerudg.: 1.430 kr/md,,4 værelser,Opført 1935,-,,,8700,https://www.boligsiden.dk/addresses/5022c961-0ba6-4df1-ab15-3ad66288467f,Grund: 154 m²,
"Lundedalsvej 40, 2. 2.,2900",4.695.000 kr.,Holbergskolen,690 m,6.9,3.7,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,76 m²,Ejerudg.: 3.912 kr/md,Elevator: Ja,3 værelser,Opført 2004,1 toilet,Altan: Ja,Terrasse: Ja,2900,https://www.boligsiden.dk/addresses/0a3f509f-77be-32b8-e044-0003ba298018,,
"Haslevej 3,7430",1.645.000 kr.,Ikast Østre Skole,689 m,6.7,3.8,Villa,Energimærke D,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 47 dage,134 m²,Ejerudg.: 1.591 kr/md,,5 værelser,Opført 1968,2 toiletter,,,7430,https://www.boligsiden.dk/addresses/0a3f50be-4595-32b8-e044-0003ba298018,Grund: 800 m²,
"Papirfabrikken 52, 12. 2.,8600",5.995.000 kr.,Langsøskolen,475 m,7.1,3.7,Ejerlejlighed,Energimærke A2020,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 47 dage,126 m²,Ejerudg.: 6.002 kr/md,Elevator: Nej,3 værelser,Opført 2020,2 toiletter,Altan: Nej,Terrasse: Nej,8600,https://www.boligsiden.dk/addresses/1c7da4a0-68c7-4135-a1fe-a1a2ffffa700,,
"Kærgade 86,8940",1.395.000 kr.,Søndermarkskolen,"1,54 km",6.8,3.8,Villa,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 47 dage,77 m²,Ejerudg.: 1.545 kr/md,,3 værelser,Opført 1951,1 toilet,,,8940,https://www.boligsiden.dk/addresses/0a3f50c1-069f-32b8-e044-0003ba298018,Grund: 939 m²,
"Bertelsvej 5A,9990",6.995.000 kr.,Skagen Skole,"1,27 km",Ikke oplyst,Ikke oplyst,Rækkehus/Fritidsbolig,Energimærke D,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 47 dage,209 m²,Ejerudg.: 3.978 kr/md,,7 værelser,Opført 1918,2 toiletter,,,9990,https://www.boligsiden.dk/addresses/0a3f50c9-2470-32b8-e044-0003ba298018,Grund: 853 m²,
"Ørslev Hovedgade 8,4200",995.000 kr.,"Løve-Ørslev Skole, afdeling Ørslev",366 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,120 m²,Ejerudg.: 1.407 kr/md,,5 værelser,Opført 1900,1 toilet,,,4200,https://www.boligsiden.dk/addresses/0a3f50ad-8f27-32b8-e044-0003ba298018,Grund: 772 m²,
"Mosevej 69,2970",3.495.000 kr.,Hørsholm Skole,528 m,8.4,3.8,Rækkehus,Energimærke D,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 212 dage,83 m²,Ejerudg.: 3.757 kr/md,,3 værelser,Opført 1877,1 toilet,,,2970,https://www.boligsiden.dk/addresses/0a3f50aa-1917-32b8-e044-0003ba298018,Grund: 105 m²,
"Øster Søgade 32, 1. th.,1357",17.500.000 kr.,Øster Farimagsgades Skole,499 m,8,3.8,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,212 m²,Ejerudg.: 10.881 kr/md,Elevator: Ja,6 værelser,Opført 1884,2 toiletter,Altan: Ja,Terrasse: Nej,1357,https://www.boligsiden.dk/addresses/0a3f50a1-e76d-32b8-e044-0003ba298018,,
"Åbuen 21,3400",6.495.000 kr.,Hillerød Vest Skolen,839 m,7.5,3.8,Villa,Energimærke A2010,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 47 dage,199 m²,Ejerudg.: 4.413 kr/md,,9 værelser,Opført 2008,3 toiletter,,,3400,https://www.boligsiden.dk/addresses/45f29248-a113-2b68-e044-0003ba298018,Grund: 811 m²,
"Hjertegræsvej 1,5210",1.995.000 kr.,Korup Skole,931 m,6.7,3.6,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 391 dage,143 m²,Ejerudg.: 1.737 kr/md,,5 værelser,Opført 1965,1 toilet,,,5210,https://www.boligsiden.dk/addresses/0a3f50b4-0500-32b8-e044-0003ba298018,Grund: 790 m²,
"Enghavevej 112,4241",2.795.000 kr.,Vemmelev Skole,"1,03 km",6.7,3.8,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 47 dage,175 m²,Ejerudg.: 2.342 kr/md,,5 værelser,Opført 1987,2 toiletter,,,4241,https://www.boligsiden.dk/addresses/0a3f50ad-d32f-32b8-e044-0003ba298018,Grund: 1129 m²,
"Bytoften 17,5210",1.845.000 kr.,Paarup Skole,969 m,7.4,3.7,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 47 dage,114 m²,Ejerudg.: 1.746 kr/md,,4 værelser,Opført 1964,1 toilet,,,5210,https://www.boligsiden.dk/addresses/0a3f50b3-ab76-32b8-e044-0003ba298018,Grund: 386 m²,
"Gammel Munkegade 6, 1. tv.,8000",3.399.000 kr.,Samsøgades Skole,357 m,6.9,3.6,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 47 dage,87 m²,Ejerudg.: 3.666 kr/md,Elevator: Nej,3 værelser,Opført 1890,1 toilet,Altan: Nej,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c2-ea6d-32b8-e044-0003ba298018,,
"Norsvej 21,7700",2.275.000 kr.,Nors Skole,1 km,Ikke oplyst,Ikke oplyst,Landejendom/Villa,Energimærke C,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 47 dage,198 m²,Ejerudg.: 1.857 kr/md,,5 værelser,Opført 1912,1 toilet,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-0dd2-32b8-e044-0003ba298018,Grund: 29840 m²,
"Sylowsvej 47,4220",2.195.000 kr.,Baggesenskolen,534 m,6.7,3.6,Rækkehus,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 47 dage,166 m²,Ejerudg.: 1.715 kr/md,,3 værelser,Opført 1900,2 toiletter,,,4220,https://www.boligsiden.dk/addresses/0a3f50ad-f1b1-32b8-e044-0003ba298018,Grund: 97 m²,
"Faaborgvej 3,5683",1.695.000 kr.,Haarby Skole,309 m,7,3.7,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 47 dage,144 m²,Ejerudg.: 1.460 kr/md,,4 værelser,Opført 1937,3 toiletter,,,5683,https://www.boligsiden.dk/addresses/0a3f50b2-de4d-32b8-e044-0003ba298018,Grund: 1023 m²,
"Torngårdsvej 1,9440",795.000 kr.,Aabybro Skole,782 m,7.4,3.8,Villa,Energimærke F,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 47 dage,134 m²,Ejerudg.: 1.718 kr/md,,7 værelser,Opført 1960,1 toilet,,,9440,https://www.boligsiden.dk/addresses/0a3f50c9-aaf7-32b8-e044-0003ba298018,Grund: 700 m²,
"Jægerhusene 47,2620",3.045.000 kr.,Herstedøster Skole,636 m,6.7,3.7,Rækkehus,Energimærke B,Høj,"25,6%","33,94‰.","Der er 27.599 indbyggere i Albertslund Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 33,94‰.",Til salg i alt: 47 dage,106 m²,Ejerudg.: 4.118 kr/md,,4 værelser,Opført 1968,2 toiletter,,,2620,https://www.boligsiden.dk/addresses/0a3f50a5-1f2c-32b8-e044-0003ba298018,Grund: 124 m²,
"Kolt Kirkevej 49,8361",2.498.000 kr.,Bavnehøj Skole,"1,79 km",6.7,3.6,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 47 dage,112 m²,Ejerudg.: 1.773 kr/md,,4 værelser,Opført 1979,2 toiletter,,,8361,https://www.boligsiden.dk/addresses/0a3f50c3-6e58-32b8-e044-0003ba298018,Grund: 309 m²,
"Hedekæret 35, 2. th.,2640",1.745.000 kr.,Læringshuset,"1,16 km",6.5,3.4,Ejerlejlighed,Energimærke C,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 47 dage,76 m²,Ejerudg.: 4.149 kr/md,Elevator: Nej,3 værelser,Opført 1965,1 toilet,Altan: Ja,Terrasse: Nej,2640,https://www.boligsiden.dk/addresses/0a3f50a5-b812-32b8-e044-0003ba298018,,
"Rudevej 12,8300",2.695.000 kr.,Parkvejens Skole,"4,3 km",7,3.7,Villa,Energimærke D,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 47 dage,164 m²,Ejerudg.: 2.170 kr/md,,4 værelser,Opført 1946,1 toilet,,,8300,https://www.boligsiden.dk/addresses/0a3f50c0-aece-32b8-e044-0003ba298018,Grund: 1229 m²,
"Dragebakken 203,5250",2.975.000 kr.,Sanderumskolen,584 m,7.7,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 704 dage,136 m²,Ejerudg.: 2.418 kr/md,,5 værelser,Opført 1974,2 toiletter,,,5250,https://www.boligsiden.dk/addresses/0a3f50b3-be68-32b8-e044-0003ba298018,Grund: 1182 m²,
"Odensevej 136,5492",995.000 kr.,Vissenbjerg Skole,"3,52 km",6.9,3.7,Villa,Energimærke C,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 117 dage,127 m²,Ejerudg.: 1.492 kr/md,,5 værelser,Opført 1936,1 toilet,,,5492,https://www.boligsiden.dk/addresses/0a3f50b6-0590-32b8-e044-0003ba298018,Grund: 1803 m²,
"Birketvej 204,4941",445.000 kr.,Østofte Landsbyordning,"5,22 km",6.1,3.8,Villa/Fritidsbolig,Energimærke D,Meget høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 47 dage,105 m²,Ejerudg.: 1.106 kr/md,,3 værelser,Opført 1870,2 toiletter,,,4941,https://www.boligsiden.dk/addresses/0a3f50af-c3ca-32b8-e044-0003ba298018,Grund: 1087 m²,
"Strandvej 54B,5700",4.750.000 kr.,Vestre Skole,"1,63 km",5.9,3.7,Villa,Energimærke E,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 47 dage,160 m²,Ejerudg.: 2.911 kr/md,,7 værelser,Opført 1939,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/0a3f50b5-a4c0-32b8-e044-0003ba298018,Grund: 556 m²,
