,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Rooms_imputed,Trivsel_imputed,Grades_imputed,Toilets_imputed
"Bangs Boder 15,5000",6245000.0,Vestre Skole,1.21,7.3,3.7,Rækkehus, D,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",6.0,146.0,164.0,4.005,1 toilet,1765,1.0,5000,https://www.boligsiden.dk/addresses/0a3f50b3-9090-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Grækenlandsvej 152,2300",11995000.0,Gerbrandskolen,0.607,6.7,3.8,Villa, A2015,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",6.0,180.0,592.0,8.473,2 toiletter,2018,2.0,2300,https://www.boligsiden.dk/addresses/0a3f509e-6420-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søndergade 49F,9480",1345000.0,Løkken undervisningssted,0.817,7.187917737789203,3.7284061696658095,Rækkehus, D,Lav,26.21,34.0,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",6.0,79.0,771.0,2.348,1 toilet,1991,1.0,9480,https://www.boligsiden.dk/addresses/0a3f50c8-ab74-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Bogensevej 51,5500",1895000.0,Hyllehøjskolen,2.0,7.0,3.7,Villa, E,Høj,25.8,21.29,"Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",177.0,228.0,7940.0,2.25,1 toilet,1777,1.0,5500,https://www.boligsiden.dk/addresses/0a3f50b3-1967-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Højkolvej 47,8210",4945000.0,Hasle Skole,0.31,6.7,3.7,Villa, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,121.0,606.0,3.582,2 toiletter,1952,2.0,8210,https://www.boligsiden.dk/addresses/0a3f50c3-36fc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Engparken 36,2690",3195000.0,Strandskolen,0.704,7.4,3.8,Villa, C,Høj,24.42,16.94,"Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",6.0,90.0,500.0,3.098,1 toilet,1966,1.0,2690,https://www.boligsiden.dk/addresses/0a3f50aa-ed12-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hermann Justvej 11,3400",5350000.0,Frederiksborg Byskole,0.806,7.9,3.7,Villa, C,Mellem,25.6,20.65,"Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",228.0,152.0,678.0,4.469,2 toiletter,2002,2.0,3400,https://www.boligsiden.dk/addresses/0a3f50a9-b596-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ordrup Jagtvej 20A, 1. + 2.,2920",9800000.0,Skovshoved Skole,0.555,8.2,3.9,Ejerlejlighed, B,Ukendt,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",6.0,167.0,167.0,7.821,-,2006,1.0979886539453327,2920,https://www.boligsiden.dk/addresses/090959ff-e28d-4c64-9754-f6e2fc51cdae,0,1,1,0,0,0,1
"Sofievej 160, 2.,9000",895000.0,Filstedvejens Skole,0.802,6.6,3.7,Ejerlejlighed, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",6.0,69.0,69.0,3.274,1 toilet,1963,1.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-b92f-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Mikkelsgade 26,8850",845000.0,Bjerringbro Skole,1.78,7.0,3.5,Villa, D,Mellem,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",6.0,120.0,891.0,1.4,1 toilet,1960,1.0,8850,https://www.boligsiden.dk/addresses/0a3f50c4-d7e5-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hedeskovvej 22,8520",4295000.0,Lystrup Skole,0.076,7.8,3.8,Villa, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,156.0,800.0,3.12,2 toiletter,1964,2.0,8520,https://www.boligsiden.dk/addresses/0a3f50c3-1698-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strandgade 47, st. th.,3000",1650000.0,Skolen i Bymidten,0.654,7.18298800436205,3.7237731733914936,Ejerlejlighed, D,Lav,25.52,28.5,"Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",6.0,61.0,61.0,3.451,1 toilet,1775,1.0,3000,https://www.boligsiden.dk/addresses/0a3f50a9-894f-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Nordre Fasanvej 82, 2. th.,2000",6495000.0,Skolen på Nyelandsvej,0.49,7.8,3.7,Ejerlejlighed, C,Lav,23.47,24.75,"Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",6.0,102.0,102.0,5.175,1 toilet,1932,1.0,2000,https://www.boligsiden.dk/addresses/0a3f50a2-97eb-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Grønningen 2,5330",1350000.0,Munkebo Skole - mellem nor og fjord,0.765,6.3,3.6,Villa, F,Høj,26.1,30.3,"Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",6.0,136.0,1147.0,1.898,2 toiletter,1972,2.0,5330,https://www.boligsiden.dk/addresses/0a3f50b3-42b2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Egebæksvej 61,8270",6995000.0,Kragelundskolen,0.543,8.2,3.9,Villa, B,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,100.0,376.0,4.806,1 toilet,1946,1.0,8270,https://www.boligsiden.dk/addresses/0a3f50c2-b8c8-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Holger Drachmanns Vej 24,9200",2599000.0,Sofiendalskolen,1.23,6.7,3.7,Villa, D,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",6.0,121.0,478.0,2.0,2 toiletter,1983,2.0,9200,https://www.boligsiden.dk/addresses/0a3f50ca-2655-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bentzonsvej 34, 2. th.,2000",5098000.0,Skolen på Nyelandsvej,0.319,7.8,3.7,Ejerlejlighed, C,Lav,23.47,24.75,"Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",6.0,79.0,79.0,5.172,1 toilet,1900,1.0,2000,https://www.boligsiden.dk/addresses/0a3f50a2-1064-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rungstedvej 4, 2. 21.,2970",3695000.0,Hørsholm Skole,0.347,8.4,3.8,Ejerlejlighed, C,Lav,23.7,22.1,"Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",6.0,87.0,87.0,3.424,1 toilet,1996,1.0,2970,https://www.boligsiden.dk/addresses/0a3f50aa-1de4-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Nybrovej 131,2800",7200000.0,Engelsborgskolen,0.686,8.5,3.8,Villa, D,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",286.0,156.0,623.0,6.432,2 toiletter,1937,2.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-5a78-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rulkehøjen 4,5260",2495000.0,Dalumskolen,1.13,7.2,3.8,Villa, D,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",6.0,185.0,713.0,2.499,2 toiletter,1969,2.0,5260,https://www.boligsiden.dk/addresses/0a3f50b4-98e0-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Stadion Alle 9,6621",1495000.0,Østerbyskolen,6.26,6.7,3.8,Villa, C,Høj,25.33,20.36,"Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",6.0,231.0,1106.0,1.77,1 toilet,1959,1.0,6621,https://www.boligsiden.dk/addresses/0a3f50ba-203d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søndersøvej 26B,2820",8495000.0,Tjørnegårdsskolen,0.688,8.1,3.8,Villa, F,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",181.0,118.0,798.0,6.527,3 toiletter,1949,3.0,2820,https://www.boligsiden.dk/addresses/0a3f50a4-17a6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Eremitageparken 215, 2. b.,2800",2095000.0,Lundtofte Skole,0.844,7.8,3.8,Ejerlejlighed, C,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",217.0,62.0,62.0,3.908,1 toilet,1972,1.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-2615-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søskrænten 78,8260",2395000.0,Højvangskolen,0.996,7.3,3.7,Villa, B,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",317.0,83.0,10251.0,2.153,1 toilet,1991,1.0,8260,https://www.boligsiden.dk/addresses/0a3f50c4-6f61-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Blaabærvej 2,9631",735000.0,Farsø Skole,9.32,6.9,3.7,Villa, C,Høj,26.3,22.82,"Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",6.0,126.0,969.0,1.067,2 toiletter,1988,2.0,9631,https://www.boligsiden.dk/addresses/0a3f50c6-ac84-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hyldevænget 33A,6560",1250000.0,Ungeuniverset-Vojens,7.84,6.3,3.6,Villa, B,Høj,26.3,24.36,"Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",6.0,120.0,713.0,1.005,1 toilet,2010,1.0,6560,https://www.boligsiden.dk/addresses/5661ca25-f430-25c4-e044-0003ba298018,0,0,0,0,0,0,0
"Bredgade 46,6940",145000.0,Lem Stationsskole,0.698,6.9,3.8,Rækkehus,fejl,Meget lav,25.0,31.0,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,6.0,120.0,299.0,979.0,1 toilet,1908,1.0,6940,https://www.boligsiden.dk/addresses/0a3f50be-8fb9-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Grøfthøjparken 151, st. 2.,8260",1750000.0,Vestergårdsskolen,1.38,6.5,3.6,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,108.0,108.0,3.103,1 toilet,1969,1.0,8260,https://www.boligsiden.dk/addresses/0a3f50c2-f51e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Syrenvej 26,4050",1995000.0,Fjordlandsskolen,0.914,6.4,3.6,Villa, E,Høj,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",6.0,121.0,766.0,2.22,1 toilet,1974,1.0,4050,https://www.boligsiden.dk/addresses/0a3f50aa-7b38-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ålandsgade 3, st. th.,2300",2495000.0,Skolen på Amagerbro,0.298,6.0,3.6,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",6.0,49.0,49.0,2.756,1 toilet,1901,1.0,2300,https://www.boligsiden.dk/addresses/0a3f50a1-f2dd-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Sundvej 28,9640",525000.0,Farsø Skole,11.31,6.9,3.7,Villa, D,Mellem,26.3,22.82,"Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",6.0,135.0,975.0,935.0,1 toilet,1927,1.0,9640,https://www.boligsiden.dk/addresses/0a3f50c7-3147-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Salsmosevej 10,3660",5500000.0,Stengårdsskolen,1.63,6.863636363636363,3.7029411764705884,Landejendom, D,Høj,25.7,23.98,"Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",6.0,268.0,34888.0,4.866,2 toiletter,1880,2.0,3660,https://www.boligsiden.dk/addresses/0a3f50aa-a7cc-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Mosevej 4,6430",995000.0,Nørreskov-Skolen,0.214,6.3,3.7,Villa, E,Meget høj,25.7,27.1,"Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",6.0,81.0,857.0,1.271,1 toilet,1961,1.0,6430,https://www.boligsiden.dk/addresses/0a3f50b7-18bd-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Lille Søstræde 9,3700",965000.0,Åvangsskolen,1.16,6.4,3.6,Rækkehus, E,Høj,26.2,34.0,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",6.0,64.0,79.0,1.204,1 toilet,1850,1.0,3700,https://www.boligsiden.dk/addresses/0a3f50b2-00b5-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ulrikkenborg Plads 10B, 3. th.,2800",3495000.0,Engelsborgskolen,0.668,8.5,3.8,Ejerlejlighed, C,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",6.0,80.0,80.0,4.696,1 toilet,1952,1.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-7009-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skejbygårdsvej 62, st. tv.,8240",1498000.0,Vorrevangskolen,1.31,7.0,3.8,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,46.0,46.0,2.224,1 toilet,1986,1.0,8240,https://www.boligsiden.dk/addresses/0a3f50c4-1f0d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skomagergade 21, 2. 322.,4000",1200000.0,Absalons Skole,0.219,7.9,3.7,Ejerlejlighed, C,Høj,25.2,25.69,"Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",6.0,41.0,41.0,2.832,1 toilet,1975,1.0,4000,https://www.boligsiden.dk/addresses/0a3f50ac-1b59-32b8-e044-0003ba298018,1,0,0,0,0,0,0
"Søbyen 12, 4. th.,8660",6995000.0,Morten Børup Skolen,0.465,7.4,3.7,Ejerlejlighed, A2015,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",6.0,171.0,171.0,5.155,2 toiletter,2016,2.0,8660,https://www.boligsiden.dk/addresses/dd843da2-eaa6-4a63-bb8e-06971e60ed50,1,1,0,0,0,0,0
"Strandlund 27,2920",11695000.0,Maglegårdsskolen,0.938,8.1,3.9,Ejerlejlighed, D,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",6.0,115.0,115.0,9.429,2 toiletter,1979,2.0,2920,https://www.boligsiden.dk/addresses/0a3f50a4-0aa6-32b8-e044-0003ba298018,0,0,1,0,0,0,0
"Skansevej 33,3400",3495000.0,Frederiksborg Byskole,0.626,7.9,3.7,Villa, E,Mellem,25.6,20.65,"Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",6.0,124.0,897.0,3.772,1 toilet,1913,1.0,3400,https://www.boligsiden.dk/addresses/0a3f50a9-cf77-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Østergade 42, 1. 2.,8000",2595000.0,Samsøgades Skole,1.03,6.9,3.6,Ejerlejlighed, B,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,66.0,66.0,2.982,1 toilet,1958,1.0,8000,https://www.boligsiden.dk/addresses/0a3f50c4-bff8-32b8-e044-0003ba298018,1,0,1,0,0,0,0
"Lindekrogen 5,9900",695000.0,Frydenstrand - Buhlsvej Skoleafdeling,0.401,7.013960916948516,3.7173431040962046,Villa, C,Mellem,26.2,29.9,"Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",785.0,134.0,741.0,1.355,2 toiletter,1902,2.0,9900,https://www.boligsiden.dk/addresses/0a3f50c7-735a-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Dronningens Vænge 4, st. th.,2800",4650000.0,Kongevejens Skole,1.06,8.5,3.9,Ejerlejlighed, C,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",6.0,79.0,79.0,5.574,1 toilet,2000,1.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-20c6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Pilevænget 3,4540",450000.0,Fårevejle Skole,0.58,7.013960916948516,3.7173431040962046,Villa, E,Høj,26.3,34.0,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",6.0,84.0,710.0,1.264,1 toilet,1962,1.0,4540,https://www.boligsiden.dk/addresses/0a3f50ac-c6e3-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"St Magleby Strandvej 57,2791",5498000.0,St. Magleby Skole,1.65,7.6,3.7,Villa, D,Mellem,24.8,24.47,"Der er 14.640 indbyggere i Dragør Kommune. Kommuneskatten er på 24,8% og grundskyldspromillen på 24,47‰.",6.0,134.0,714.0,3.746,1 toilet,1976,1.0,2791,https://www.boligsiden.dk/addresses/0a3f50a3-929c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Jægersborgvej 56B,2800",7395000.0,Lindegårdsskolen,1.34,7.4,3.7,Villa, D,Lav,24.38,21.49,"Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",179.0,148.0,1104.0,6.217,3 toiletter,1959,3.0,2800,https://www.boligsiden.dk/addresses/0a3f50a6-3d0c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Røstofte Skovvej 13,4735",1675000.0,"Gåsetårnskolen, Ørslev",2.31,7.013960916948516,3.7173431040962046,Villa, E,Høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",6.0,144.0,2857.0,1.557,1 toilet,1827,1.0,4735,https://www.boligsiden.dk/addresses/0a3f50af-bba5-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Kysthaven 46,7130",3075000.0,Juelsminde Skole,1.27,6.8,3.7,Villa, A2015,Mellem,25.52,18.0,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",6.0,150.0,872.0,2.301,-,1200,1.6983257706149273,7130,https://www.boligsiden.dk/addresses/86876bb2-80a7-4b3e-b11b-a353c0e86593,0,0,0,0,0,0,1
"Lillenorvej 71,8340",3295000.0,Malling Skole,2.37,7.7,3.7,Villa, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",6.0,210.0,1109.0,4.285,2 toiletter,1827,2.0,8340,https://www.boligsiden.dk/addresses/0a3f50c3-88ed-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rådmandsvej 22,4230",725000.0,Dalmose skole,9.97,5.8,3.7,Villa, F,Høj,25.6,25.3,"Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",6.0,100.0,665.0,1.176,1 toilet,1907,1.0,4230,https://www.boligsiden.dk/addresses/0a3f50ae-7171-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rungstedvej 4, 1. 11.,2970",3995000.0,Hørsholm Skole,0.347,8.4,3.8,Ejerlejlighed, C,Lav,23.7,22.1,"Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",6.0,120.0,120.0,4.811,2 toiletter,1996,2.0,2970,https://www.boligsiden.dk/addresses/0a3f50aa-1ddc-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Birkelyparken 3,2670",3495000.0,Krogårdskolen,1.21,7.1,3.7,Villa, F,Høj,24.42,16.94,"Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",6.0,140.0,890.0,3.72,2 toiletter,1962,2.0,2670,https://www.boligsiden.dk/addresses/0a3f50aa-e101-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Grejsdalsvej 6,7100",8495000.0,10. Klasse UngdomsCenter Vejle,0.612,7.013960916948516,3.7173431040962046,Villa, C,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",6.0,245.0,825.0,3.686,2 toiletter,1908,2.0,7100,https://www.boligsiden.dk/addresses/0a3f50bc-b63a-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Præstevænge 13,9400",2295000.0,Skansevejens Skole,0.901,7.0,3.8,Villa, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",6.0,121.0,478.0,2.611,2 toiletter,1968,2.0,9400,https://www.boligsiden.dk/addresses/0a3f50ca-89a2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Doktorparken 42,9230",2395000.0,Ferslev Skole,2.49,7.3,3.8,Villa, B,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",6.0,178.0,888.0,1.762,2 toiletter,1976,2.0,9230,https://www.boligsiden.dk/addresses/0a3f50c9-e414-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nyborgvej 61, 3. th.,5000",2695000.0,Munkebjergskolen,1.01,7.4,3.8,Ejerlejlighed, A2015,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",379.0,93.0,93.0,2.69,1 toilet,2019,1.0,5000,https://www.boligsiden.dk/addresses/a63b78fa-9503-4da7-89bf-f133b1adb188,0,0,0,0,0,0,0
"Fasanvej 92,9700",1495000.0,Søndergades Skole,0.378,7.013960916948516,3.7173431040962046,Villa, C,Mellem,26.3,31.23,"Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",6.0,120.0,833.0,1.554,1 toilet,1962,1.0,9700,https://www.boligsiden.dk/addresses/0a3f50c6-e3c3-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Grævlingevej 5,8400",1645000.0,Ebeltoft Skole,2.41,7.3,3.7,Villa, B,Høj,25.9,33.8,"Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",6.0,145.0,927.0,1.912,2 toiletter,1980,2.0,8400,https://www.boligsiden.dk/addresses/0a3f50bf-72c3-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Frydenstrandsvej 17,9900",1495000.0,Frydenstrand - Buhlsvej Skoleafdeling,0.801,7.013960916948516,3.7173431040962046,Villa, C,Mellem,26.2,29.9,"Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",320.0,129.0,592.0,1.568,2 toiletter,1962,2.0,9900,https://www.boligsiden.dk/addresses/0a3f50c7-5b97-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Havretoften 24,5700",1650000.0,Ørkildskolen,1.44,6.6,3.8,Rækkehus, C,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",6.0,84.0,333.0,1.495,1 toilet,1975,1.0,5700,https://www.boligsiden.dk/addresses/0a3f50b5-7970-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Præstebjergvej 8B,4792",1495000.0,Møn skole,11.22,7.013960916948516,3.7173431040962046,Villa, C,Meget høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",6.0,196.0,951.0,1.69,2 toiletter,1988,2.0,4792,https://www.boligsiden.dk/addresses/0a3f50af-ee9d-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Kvasen 40,7100",4795000.0,Mølholm Skole,1.17,7.5,3.9,Rækkehus, A2015,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",846.0,163.0,162.0,3.468,2 toiletter,2020,2.0,7100,https://www.boligsiden.dk/addresses/6b944ee7-0574-4c8d-88b9-08333d894da7,0,0,0,0,0,0,0
"Micavej 5,8700",1650000.0,Stensballeskolen,2.82,7.8,3.9,Villa, B,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",6.0,200.0,886.0,1.66,2 toiletter,1964,2.0,8700,https://www.boligsiden.dk/addresses/0a3f50bb-7352-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Finlandsvej 22,9800",1595000.0,Hjørring Ny 10.,0.484,7.013960916948516,3.7173431040962046,Villa, C,Lav,26.21,34.0,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",6.0,101.0,741.0,1.725,2 toiletter,1951,2.0,9800,https://www.boligsiden.dk/addresses/0a3f50c8-111b-32b8-e044-0003ba298018,0,0,0,0,1,1,0
